Entity,Month,T-Nature Name,Division Name,Vr. Date,Vr. No.,Item Nature,Item Name,Um,Godown Name,Finished + By Product,Finished Materials,Raw Material Consumed,By Product Received,Store Consumables,Rate,Value Issued,Value Received,Dramt
SA,May-25,PRODUCTION,SPONGE IRON,19-May-25,P125519-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,3.84,,,800,3072,0,3072
SA,May-25,PRODUCTION,SPONGE IRON,19-May-25,P125519-002,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,37.44,,,9007.875,337254.8288,0,337254.8288
SA,May-25,PRODUCTION,SPONGE IRON,19-May-25,P125519-003,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,101.64,101.64,0,,,0,0,0,0
SA,May-25,PRODUCTION,SPONGE IRON,19-May-25,P125519-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,80.4,,,3507.265,281984.0851,0,281984.0851
SA,May-25,PRODUCTION,SPONGE IRON,19-May-25,P125519-003,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,37.2,,,8950,332940,0,332940
SA,May-25,PRODUCTION,SPONGE IRON,19-May-25,P125519-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,19.2,,,800,15360,0,15360
SA,May-25,PRODUCTION,SPONGE IRON,19-May-25,P125519-003,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,168,,,9007.875,1513322.95,0,1513322.95
SA,May-25,PRODUCTION,SPONGE IRON,19-May-25,P125519-004,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,106.72,106.72,0,,,0,0,0,0
SA,May-25,PRODUCTION,SPONGE IRON,19-May-25,P125519-004,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,84.24,,,3689.929,310839.6484,0,310839.6484
SA,May-25,PRODUCTION,SPONGE IRON,19-May-25,P125519-004,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,39.12,,,8950,350124,0,350124
SA,May-25,PRODUCTION,SPONGE IRON,19-May-25,P125519-004,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,19.2,,,800,15360,0,15360
SA,May-25,PRODUCTION,SPONGE IRON,19-May-25,P125519-004,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,176.4,,,9007.875,1588989.097,0,1588989.097
SA,May-25,PRODUCTION,SPONGE IRON,19-May-25,P125519-001,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,64.8,64.8,0,,,0,0,0,0
SA,May-25,PRODUCTION,SPONGE IRON,19-May-25,P125519-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,82.8,,,3372.63,279253.759,0,279253.759
SA,May-25,PRODUCTION,FERRO ALLOYS,19-May-25,P225519-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,15.75,15.75,0,,,0,0,0,0
SA,May-25,PRODUCTION,FERRO ALLOYS,19-May-25,P225519-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,6.966,,,5393.9,37573.90608,0,37573.90608
SA,May-25,PRODUCTION,FERRO ALLOYS,19-May-25,P225519-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,4.681,,,725,3393.725,0,3393.725
SA,May-25,PRODUCTION,FERRO ALLOYS,19-May-25,P225519-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,21.996,,,12587.413,276872.7344,0,276872.7344
SA,May-25,PRODUCTION,FERRO ALLOYS,19-May-25,P225519-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,4.009,,,14984.245,60071.83829,0,60071.83829
SA,May-25,PRODUCTION,FERRO ALLOYS,19-May-25,P225519-001,RAW MATERIAL,QUARTZITE,MT,RAW MATERIAL,0,,0.444,,,1400,621.6,0,621.6
SA,May-25,POWER PLANT PRODUCTION,POWER PLANT,19-May-25,P325519-1,BY PRODUCTS,BED ASH,MT,BY PRODUCT,100,,0,100,,0,0,0,0
SA,May-25,POWER PLANT PRODUCTION,POWER PLANT,19-May-25,P325519-2,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,385,,,4102.228,1579357.695,0,1579357.695
SA,May-25,POWER PLANT PRODUCTION,POWER PLANT,19-May-25,P325519-2,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,70,,,700,49000,0,49000
SA,May-25,PRODUCTION,SPONGE IRON,20-May-25,P125520-001,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,84.51,84.51,0,,,0,0,0,0
SA,May-25,PRODUCTION,SPONGE IRON,20-May-25,P125520-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,81.12,,,3507.7,284544.6337,0,284544.6337
SA,May-25,PRODUCTION,SPONGE IRON,20-May-25,P125520-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,14.4,,,800,11520,0,11520
SA,May-25,PRODUCTION,SPONGE IRON,20-May-25,P125520-001,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,139.68,,,9007.875,1258219.938,0,1258219.938
SA,May-25,PRODUCTION,SPONGE IRON,20-May-25,P125520-002,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,101.35,101.35,0,,,0,0,0,0
SA,May-25,PRODUCTION,SPONGE IRON,20-May-25,P125520-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,80.88,,,3507.7,283702.7744,0,283702.7744
SA,May-25,PRODUCTION,SPONGE IRON,20-May-25,P125520-002,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,36.96,,,8950,330792,0,330792
SA,May-25,PRODUCTION,SPONGE IRON,20-May-25,P125520-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,19.2,,,800,15360,0,15360
SA,May-25,PRODUCTION,SPONGE IRON,20-May-25,P125520-002,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,167.52,,,9007.875,1508999.17,0,1508999.17
SA,May-25,PRODUCTION,SPONGE IRON,20-May-25,P125520-003,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,59.3,,0,59.3,,0,0,0,0
SA,May-25,PRODUCTION,SPONGE IRON,20-May-25,P125520-003,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,106.43,106.43,0,,,0,0,0,0
SA,May-25,PRODUCTION,SPONGE IRON,20-May-25,P125520-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,83.52,,,3581.214,299103.0008,0,299103.0008
SA,May-25,PRODUCTION,SPONGE IRON,20-May-25,P125520-003,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,39.36,,,8950,352272,0,352272
SA,May-25,PRODUCTION,SPONGE IRON,20-May-25,P125520-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,19.2,,,800,15360,0,15360
SA,May-25,PRODUCTION,SPONGE IRON,20-May-25,P125520-003,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,175.92,,,9007.875,1584665.317,0,1584665.317
SA,May-25,PRODUCTION,FERRO ALLOYS,20-May-25,P225520-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,28.6,28.6,0,,,0,0,0,0
SA,May-25,PRODUCTION,FERRO ALLOYS,20-May-25,P225520-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,15.657,,,4350.643,68118.01604,0,68118.01604
SA,May-25,PRODUCTION,FERRO ALLOYS,20-May-25,P225520-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,10.967,,,725,7951.075,0,7951.075
SA,May-25,PRODUCTION,FERRO ALLOYS,20-May-25,P225520-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,48.825,,,12587.413,614580.4353,0,614580.4353
SA,May-25,PRODUCTION,FERRO ALLOYS,20-May-25,P225520-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,8.909,,,14984.245,133494.6389,0,133494.6389
SA,May-25,PRODUCTION,FERRO ALLOYS,20-May-25,P225520-001,RAW MATERIAL,QUARTZITE,MT,RAW MATERIAL,0,,0.807,,,1400,1129.8,0,1129.8
SA,May-25,POWER PLANT PRODUCTION,POWER PLANT,20-May-25,P325520-1,BY PRODUCTS,FLY ASH,MT,BY PRODUCT,500,,0,500,,0,0,0,0
SA,May-25,POWER PLANT PRODUCTION,POWER PLANT,20-May-25,P325520-2,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,420,,,3571.254,1499926.814,0,1499926.814
SA,May-25,POWER PLANT PRODUCTION,POWER PLANT,20-May-25,P325520-2,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,80,,,700,56000,0,56000
SA,May-25,PRODUCTION,SPONGE IRON,21-May-25,P125521-003,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,175.68,,,9007.875,1582503.427,0,1582503.427
SA,May-25,PRODUCTION,SPONGE IRON,21-May-25,P125521-001,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,101.64,101.64,0,,,0,0,0,0
SA,May-25,PRODUCTION,SPONGE IRON,21-May-25,P125521-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,87.12,,,3176.349,276723.5388,0,276723.5388
SA,May-25,PRODUCTION,SPONGE IRON,21-May-25,P125521-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,14.4,,,800,11520,0,11520
SA,May-25,PRODUCTION,SPONGE IRON,21-May-25,P125521-001,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,168,,,9007.875,1513322.95,0,1513322.95
SA,May-25,PRODUCTION,SPONGE IRON,21-May-25,P125521-002,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,94.38,94.38,0,,,0,0,0,0
SA,May-25,PRODUCTION,SPONGE IRON,21-May-25,P125521-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,76.8,,,3331.626,255868.9045,0,255868.9045
SA,May-25,PRODUCTION,SPONGE IRON,21-May-25,P125521-002,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,34.56,,,8950,309312,0,309312
SA,May-25,PRODUCTION,SPONGE IRON,21-May-25,P125521-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,17.04,,,800,13632,0,13632
SA,May-25,PRODUCTION,SPONGE IRON,21-May-25,P125521-002,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,156,,,9007.875,1405228.453,0,1405228.453
SA,May-25,PRODUCTION,SPONGE IRON,21-May-25,P125521-003,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,89.74,,0,89.74,,0,0,0,0
SA,May-25,PRODUCTION,SPONGE IRON,21-May-25,P125521-003,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,106.29,106.29,0,,,0,0,0,0
SA,May-25,PRODUCTION,SPONGE IRON,21-May-25,P125521-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,84.48,,,6136.016,518370.6494,0,518370.6494
SA,May-25,PRODUCTION,SPONGE IRON,21-May-25,P125521-003,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,38.4,,,8950,343680,0,343680
SA,May-25,PRODUCTION,SPONGE IRON,21-May-25,P125521-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,14.4,,,800,11520,0,11520
SA,May-25,PRODUCTION,FERRO ALLOYS,21-May-25,P225521-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,12.7,12.7,0,,,0,0,0,0
SA,May-25,PRODUCTION,FERRO ALLOYS,21-May-25,P225521-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,9.193,,,3882.586,35692.61714,0,35692.61714
SA,May-25,PRODUCTION,FERRO ALLOYS,21-May-25,P225521-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,6.839,,,725,4958.275,0,4958.275
SA,May-25,PRODUCTION,FERRO ALLOYS,21-May-25,P225521-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,29.006,,,12587.413,365110.4989,0,365110.4989
SA,May-25,PRODUCTION,FERRO ALLOYS,21-May-25,P225521-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,5.189,,,14984.245,77753.24741,0,77753.24741
SA,May-25,PRODUCTION,FERRO ALLOYS,21-May-25,P225521-001,RAW MATERIAL,QUARTZITE,MT,RAW MATERIAL,0,,0.899,,,1400,1258.6,0,1258.6
SA,May-25,POWER PLANT PRODUCTION,POWER PLANT,21-May-25,P325521-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,385,,,3609.851,1389792.562,0,1389792.562
SA,May-25,POWER PLANT PRODUCTION,POWER PLANT,21-May-25,P325521-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,70,,,700,49000,0,49000
SA,May-25,PRODUCTION,SPONGE IRON,22-May-25,P125522-001,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,87.59,87.59,0,,,0,0,0,0
SA,May-25,PRODUCTION,SPONGE IRON,22-May-25,P125522-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,88.8,,,5245.041,465759.6177,0,465759.6177
SA,May-25,PRODUCTION,SPONGE IRON,22-May-25,P125522-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,8.4,,,800,6720,0,6720
SA,May-25,PRODUCTION,SPONGE IRON,22-May-25,P125522-001,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,177.84,,,9007.875,1601960.437,0,1601960.437
SA,May-25,PRODUCTION,SPONGE IRON,22-May-25,P125522-002,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,68.57,68.57,0,,,0,0,0,0
SA,May-25,PRODUCTION,SPONGE IRON,22-May-25,P125522-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,67.68,,,3543.583,239829.7177,0,239829.7177
SA,May-25,PRODUCTION,SPONGE IRON,22-May-25,P125522-002,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,34.8,,,8950,311460,0,311460
SA,May-25,PRODUCTION,SPONGE IRON,22-May-25,P125522-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,14.4,,,800,11520,0,11520
SA,May-25,PRODUCTION,SPONGE IRON,22-May-25,P125522-002,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,146.4,,,9007.875,1318752.856,0,1318752.856
SA,May-25,PRODUCTION,SPONGE IRON,22-May-25,P125522-003,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,85.44,,0,85.44,,0,0,0,0
SA,May-25,PRODUCTION,SPONGE IRON,22-May-25,P125522-003,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,87.45,87.45,0,,,0,0,0,0
SA,May-25,PRODUCTION,SPONGE IRON,22-May-25,P125522-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,86.4,,,3998.678,345485.7395,0,345485.7395
SA,May-25,PRODUCTION,SPONGE IRON,22-May-25,P125522-003,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,38.4,,,8950,343680,0,343680
SA,May-25,PRODUCTION,SPONGE IRON,22-May-25,P125522-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12,,,800,9600,0,9600
