Entity,Month,T-Nature Name,Division Name,Vr. Date,Vr. No.,Item Nature,Item Name,Um,Godown Name,Finished + By Product,Finished Materials,Raw Material Consumed,By Product Received,Store Consumables,Rate,Value Issued,Value Received,Dramt
SA,Nov-25,PRODUCTION,FERRO ALLOYS,28-Nov-25,P225N28-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,19.24,,,2993.14,57588.0136,0,57588.0136
SA,Nov-25,PRODUCTION,FERRO ALLOYS,28-Nov-25,P225N28-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,28.93,,,725,20974.25,0,20974.25
SA,Nov-25,PRODUCTION,FERRO ALLOYS,28-Nov-25,P225N28-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,61.628,,,12587.413,775737.0828,0,775737.0828
SA,Nov-25,PRODUCTION,FERRO ALLOYS,28-Nov-25,P225N28-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,12.72,,,15400,195888,0,195888
SA,Nov-25,PRODUCTION,FERRO ALLOYS,28-Nov-25,P225N28-001,RAW MATERIAL,QUARTZITE,MT,RAW MATERIAL,0,,1.151,,,1450,1668.95,0,1668.95
SA,Nov-25,POWER PLANT PRODUCTION,POWER PLANT,28-Nov-25,P325N28-1,BY PRODUCTS,FLY ASH,MT,BY PRODUCT,137.8,,0,137.8,,0,0,0,0
SA,Nov-25,POWER PLANT PRODUCTION,POWER PLANT,28-Nov-25,P325N28-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,380,,,3747.643,1424104.408,0,1424104.408
SA,Nov-25,POWER PLANT PRODUCTION,POWER PLANT,28-Nov-25,P325N28-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,100,,,700,70000,0,70000
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,117.52,,0,117.52,,0,0,0,0
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-001,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,94.65,94.65,0,,,0,0,0,0
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,76.8,,,4238.321,325503.0574,0,325503.0574
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-001,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,33.6,,,8400,282240,0,282240
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,11.76,,,800,9408,0,9408
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-001,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,150.24,,,9550,1434792,0,1434792
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-002,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,96.47,96.47,0,,,0,0,0,0
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,77.52,,,4238.321,328554.6486,0,328554.6486
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-002,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,34.08,,,8400,286272,0,286272
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,11.76,,,800,9408,0,9408
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-002,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,153.12,,,9550,1462296,0,1462296
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-003,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,98.43,98.43,0,,,0,0,0,0
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,79.2,,,4238.321,335675.028,0,335675.028
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-003,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,34.32,,,8400,288288,0,288288
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12,,,800,9600,0,9600
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-003,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,156.24,,,9550,1492092,0,1492092
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-004,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,98.58,98.58,0,,,0,0,0,0
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-004,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,79.44,,,4238.321,336692.225,0,336692.225
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-004,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,34.32,,,8400,288288,0,288288
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-004,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12,,,800,9600,0,9600
SA,Nov-25,PRODUCTION,SPONGE IRON,29-Nov-25,P125N29-004,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,156.48,,,9550,1494384,0,1494384
SA,Nov-25,PRODUCTION,FERRO ALLOYS,29-Nov-25,P225N29-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,32.05,32.05,0,,,0,0,0,0
SA,Nov-25,PRODUCTION,FERRO ALLOYS,29-Nov-25,P225N29-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,18.313,,,2993.14,54813.37227,0,54813.37227
SA,Nov-25,PRODUCTION,FERRO ALLOYS,29-Nov-25,P225N29-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12.069,,,725,8750.025,0,8750.025
SA,Nov-25,PRODUCTION,FERRO ALLOYS,29-Nov-25,P225N29-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,63.478,,,12587.413,799023.7967,0,799023.7967
SA,Nov-25,PRODUCTION,FERRO ALLOYS,29-Nov-25,P225N29-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,12.301,,,15400,189435.4,0,189435.4
SA,Nov-25,PRODUCTION,FERRO ALLOYS,29-Nov-25,P225N29-001,RAW MATERIAL,QUARTZITE,MT,RAW MATERIAL,0,,0.235,,,1450,340.75,0,340.75
SA,Nov-25,POWER PLANT PRODUCTION,POWER PLANT,29-Nov-25,P325N29-1,BY PRODUCTS,BED ASH,MT,BY PRODUCT,35.28,,0,35.28,,0,0,0,0
SA,Nov-25,POWER PLANT PRODUCTION,POWER PLANT,29-Nov-25,P325N29-1,BY PRODUCTS,FLY ASH,MT,BY PRODUCT,83.9,,0,83.9,,0,0,0,0
SA,Nov-25,POWER PLANT PRODUCTION,POWER PLANT,29-Nov-25,P325N29-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,360,,,4168.74,1500746.432,0,1500746.432
SA,Nov-25,POWER PLANT PRODUCTION,POWER PLANT,29-Nov-25,P325N29-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,110,,,700,77000,0,77000
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,98.26,,0,98.26,,0,0,0,0
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-001,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,96.77,96.77,0,,,0,0,0,0
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,78,,,4040.463,315156.1366,0,315156.1366
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-001,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,33.6,,,8400,282240,0,282240
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12,,,800,9600,0,9600
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-001,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,153.6,,,9550,1466880,0,1466880
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-002,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,96.92,96.92,0,,,0,0,0,0
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,78.72,,,3981.35,313411.8704,0,313411.8704
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-002,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,34.08,,,8400,286272,0,286272
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,11.76,,,800,9408,0,9408
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-002,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,153.84,,,9550,1469172,0,1469172
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-003,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,98.58,98.58,0,,,0,0,0,0
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,79.68,,,3981.35,317233.972,0,317233.972
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-003,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,34.08,,,8400,286272,0,286272
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12,,,800,9600,0,9600
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-003,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,156.48,,,9550,1494384,0,1494384
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-004,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,98.73,98.73,0,,,0,0,0,0
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-004,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,79.92,,,4019.458,321235.1193,0,321235.1193
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-004,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,34.08,,,8400,286272,0,286272
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-004,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12,,,800,9600,0,9600
SA,Nov-25,PRODUCTION,SPONGE IRON,30-Nov-25,P125N30-004,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,156.72,,,9550,1496676,0,1496676
SA,Nov-25,PRODUCTION,FERRO ALLOYS,30-Nov-25,P225N30-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,26.5,26.5,0,,,0,0,0,0
SA,Nov-25,PRODUCTION,FERRO ALLOYS,30-Nov-25,P225N30-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,21.567,,,3457.521,74568.35907,0,74568.35907
SA,Nov-25,PRODUCTION,FERRO ALLOYS,30-Nov-25,P225N30-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,15.539,,,725,11265.775,0,11265.775
SA,Nov-25,PRODUCTION,FERRO ALLOYS,30-Nov-25,P225N30-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,71.462,,,12587.413,899521.7014,0,899521.7014
SA,Nov-25,PRODUCTION,FERRO ALLOYS,30-Nov-25,P225N30-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,12.799,,,15400,197104.6,0,197104.6
SA,Nov-25,POWER PLANT PRODUCTION,POWER PLANT,30-Nov-25,P325N30-1,BY PRODUCTS,BED ASH,MT,BY PRODUCT,23.56,,0,23.56,,0,0,0,0
SA,Nov-25,POWER PLANT PRODUCTION,POWER PLANT,30-Nov-25,P325N30-1,BY PRODUCTS,FLY ASH,MT,BY PRODUCT,81.4,,0,81.4,,0,0,0,0
SA,Nov-25,POWER PLANT PRODUCTION,POWER PLANT,30-Nov-25,P325N30-1,FINISHED GOODS,ELECTRICAL ENERGY GENERATED 8KW,MWH,Finished Goods Power,5760,5760,0,,,0,0,0,0
SA,Nov-25,POWER PLANT PRODUCTION,POWER PLANT,30-Nov-25,P325N30-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,370,,,4080.29,1509707.259,0,1509707.259
SA,Nov-25,POWER PLANT PRODUCTION,POWER PLANT,30-Nov-25,P325N30-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,110,,,700,77000,0,77000
SA,Nov-25,POWER PLANT PRODUCTION,POWER PLANT,30-Nov-25,P325N30-2,FINISHED GOODS,ELECTRICAL ENERGY GENERATED 25KW,MWH,Finished Goods Power,5019.584,5019.584,0,,,0,0,0,0
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-003,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,156.24,,,9550,1492092,0,1492092
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-004,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,98.58,98.58,0,,,0,0,0,0
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-004,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,79.44,,,3704.377,294275.7097,0,294275.7097
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-004,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,34.32,,,8400,288288,0,288288
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-004,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12,,,800,9600,0,9600
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-004,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,156.48,,,9550,1494384,0,1494384
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,148.8,,0,148.8,,0,0,0,0
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-001,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,95.56,95.56,0,,,0,0,0,0
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,76.8,,,3844.171,295232.3052,0,295232.3052
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-001,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,33.36,,,8400,280224,0,280224
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12,,,800,9600,0,9600
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-001,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,151.68,,,9550,1448544,0,1448544
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-002,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,95.26,95.26,0,,,0,0,0,0
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,77.52,,,3794.265,294131.4437,0,294131.4437
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-002,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,33.84,,,8400,284256,0,284256
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,10.8,,,800,8640,0,8640
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-002,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,151.2,,,9550,1443960,0,1443960
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-003,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,98.43,98.43,0,,,0,0,0,0
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,79.2,,,3704.377,293386.6592,0,293386.6592
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-003,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,34.32,,,8400,288288,0,288288
SA,Dec-25,PRODUCTION,SPONGE IRON,01-Dec-25,P125D01-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12,,,800,9600,0,9600
SA,Dec-25,PRODUCTION,FERRO ALLOYS,01-Dec-25,P225D01-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,27.15,27.15,0,,,0,0,0,0
SA,Dec-25,PRODUCTION,FERRO ALLOYS,01-Dec-25,P225D01-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,16.784,,,3528.871,59228.56684,0,59228.56684
SA,Dec-25,PRODUCTION,FERRO ALLOYS,01-Dec-25,P225D01-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12.074,,,725,8753.65,0,8753.65
SA,Dec-25,PRODUCTION,FERRO ALLOYS,01-Dec-25,P225D01-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,57.31,,,12587.413,721384.6339,0,721384.6339
SA,Dec-25,PRODUCTION,FERRO ALLOYS,01-Dec-25,P225D01-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,10.361,,,15400,159559.4,0,159559.4
SA,Dec-25,POWER PLANT PRODUCTION,POWER PLANT,01-Dec-25,P325D01-1,BY PRODUCTS,FLY ASH,MT,BY PRODUCT,105.32,,0,105.32,,0,0,0,0
SA,Dec-25,POWER PLANT PRODUCTION,POWER PLANT,01-Dec-25,P325D01-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,360,,,4088.446,1471840.438,0,1471840.438
SA,Dec-25,POWER PLANT PRODUCTION,POWER PLANT,01-Dec-25,P325D01-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,110,,,700,77000,0,77000
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,100.18,,0,100.18,,0,0,0,0
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-001,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,88.6,88.6,0,,,0,0,0,0
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,73.2,,,3704.377,271160.3971,0,271160.3971
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-001,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,33.12,,,8400,278208,0,278208
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,11.04,,,800,8832,0,8832
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-001,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,140.64,,,9550,1343112,0,1343112
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-002,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,98.13,98.13,0,,,0,0,0,0
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,79.44,,,3704.377,294275.7097,0,294275.7097
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-002,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,33.6,,,8400,282240,0,282240
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12,,,800,9600,0,9600
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-002,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,155.76,,,9550,1487508,0,1487508
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-003,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,98.28,98.28,0,,,0,0,0,0
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,79.44,,,3706.261,294425.3826,0,294425.3826
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-003,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,33.84,,,8400,284256,0,284256
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12,,,800,9600,0,9600
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-003,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,156,,,9550,1489800,0,1489800
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-004,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,98.43,98.43,0,,,0,0,0,0
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-004,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,79.68,,,3843.878,306280.2126,0,306280.2126
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-004,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,33.84,,,8400,284256,0,284256
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-004,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12,,,800,9600,0,9600
SA,Dec-25,PRODUCTION,SPONGE IRON,02-Dec-25,P125D02-004,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,156.24,,,9550,1492092,0,1492092
SA,Dec-25,PRODUCTION,FERRO ALLOYS,02-Dec-25,P225D02-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,27.05,27.05,0,,,0,0,0,0
SA,Dec-25,PRODUCTION,FERRO ALLOYS,02-Dec-25,P225D02-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,16.678,,,3485.229,58126.64359,0,58126.64359
SA,Dec-25,PRODUCTION,FERRO ALLOYS,02-Dec-25,P225D02-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12.06,,,725,8743.5,0,8743.5
SA,Dec-25,PRODUCTION,FERRO ALLOYS,02-Dec-25,P225D02-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,56.988,,,12587.413,717331.4869,0,717331.4869
SA,Dec-25,PRODUCTION,FERRO ALLOYS,02-Dec-25,P225D02-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,9.062,,,15400,139554.8,0,139554.8
SA,Dec-25,POWER PLANT PRODUCTION,POWER PLANT,02-Dec-25,P325D02-1,BY PRODUCTS,BED ASH,MT,BY PRODUCT,100,,0,100,,0,0,0,0
SA,Dec-25,POWER PLANT PRODUCTION,POWER PLANT,02-Dec-25,P325D02-2,BY PRODUCTS,BED ASH,MT,BY PRODUCT,25,,0,25,,0,0,0,0
SA,Dec-25,POWER PLANT PRODUCTION,POWER PLANT,02-Dec-25,P325D02-2,BY PRODUCTS,FLY ASH,MT,BY PRODUCT,39.78,,0,39.78,,0,0,0,0
SA,Dec-25,POWER PLANT PRODUCTION,POWER PLANT,02-Dec-25,P325D02-2,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,360,,,3780.621,1361023.427,0,1361023.427
SA,Dec-25,POWER PLANT PRODUCTION,POWER PLANT,02-Dec-25,P325D02-2,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,120,,,700,84000,0,84000
SA,Dec-25,PRODUCTION,SPONGE IRON,03-Dec-25,P125D03-004,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,157.44,,,9550,1503552,0,1503552
SA,Dec-25,PRODUCTION,SPONGE IRON,03-Dec-25,P125D03-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,128.02,,0,128.02,,0,0,0,0
SA,Dec-25,PRODUCTION,SPONGE IRON,03-Dec-25,P125D03-001,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,96.92,96.92,0,,,0,0,0,0
SA,Dec-25,PRODUCTION,SPONGE IRON,03-Dec-25,P125D03-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,78.24,,,4106.606,321300.8143,0,321300.8143
SA,Dec-25,PRODUCTION,SPONGE IRON,03-Dec-25,P125D03-001,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,33.6,,,8400,282240,0,282240
SA,Dec-25,PRODUCTION,SPONGE IRON,03-Dec-25,P125D03-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12,,,800,9600,0,9600
SA,Dec-25,PRODUCTION,SPONGE IRON,03-Dec-25,P125D03-001,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,153.84,,,9550,1469172,0,1469172
SA,Dec-25,PRODUCTION,SPONGE IRON,03-Dec-25,P125D03-002,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,96.01,96.01,0,,,0,0,0,0
SA,Dec-25,PRODUCTION,SPONGE IRON,03-Dec-25,P125D03-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,78.24,,,4778.212,373847.3296,0,373847.3296
SA,Dec-25,PRODUCTION,SPONGE IRON,03-Dec-25,P125D03-002,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,34.08,,,8400,286272,0,286272
SA,Dec-25,PRODUCTION,SPONGE IRON,03-Dec-25,P125D03-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,11.52,,,800,9216,0,9216
SA,Dec-25,PRODUCTION,SPONGE IRON,03-Dec-25,P125D03-002,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,152.4,,,9550,1455420,0,1455420
SA,Dec-25,PRODUCTION,SPONGE IRON,03-Dec-25,P125D03-003,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,99.34,99.34,0,,,0,0,0,0
SA,Dec-25,PRODUCTION,SPONGE IRON,03-Dec-25,P125D03-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,80.4,,,4954.04,398304.8088,0,398304.8088
